Date,Cours_Cloture,Rentabilite_Journaliere
2005-01-03,11.344823837280272,
2005-01-04,11.430492401123049,0.007551334870556703
2005-01-05,11.318463325500488,-0.009800896732283682
2005-01-06,9.964200973510742,-0.11965072581351166
2005-01-07,10.832839012145996,0.08717588504532148
2005-01-10,10.750282287597656,-0.007620968469648215
2005-01-11,10.577988624572754,-0.016026896635418897
2005-01-12,10.560040473937988,-0.00169674512535134
2005-01-13,10.409287452697754,-0.014275799568409853
2005-01-14,10.49542999267578,0.008275546272449308
2005-01-17,10.52414894104004,0.0027363288959387777
2005-01-18,10.5169677734375,-0.0006823513846841989
2005-01-19,10.549275398254396,0.0030719524403692855
2005-01-20,10.409287452697754,-0.013269910991214329
2005-01-21,10.391340255737305,-0.0017241523055258057
2005-01-24,10.405698776245115,0.0013817775334499238
2005-01-25,10.473894119262695,0.006553653385898528
2005-01-26,10.55644989013672,0.007882051311001392
2005-01-27,10.588756561279297,0.0030603727085145582
2005-01-28,10.570813179016112,-0.0016945693443175536
2005-01-31,10.786174774169922,0.020373228767425422
2005-02-01,10.85796356201172,0.006655629947116548
2005-02-02,10.96564483642578,0.009917262458938314
2005-02-03,11.005130767822266,0.003600876372114703
2005-02-04,11.468162536621094,0.04207417236264743
2005-02-07,11.705062866210938,0.02065721765220485
2005-02-08,11.539946556091309,-0.014106400965711252
2005-02-09,11.48252010345459,-0.0049763187686867605
2005-02-10,11.468162536621094,-0.0012503846458911116
2005-02-11,11.608149528503418,0.012206575502859085
2005-02-14,11.611739158630373,0.0003092336223047276
2005-02-15,11.690707206726074,0.00680070806077393
2005-02-16,11.575845718383787,-0.009825024809123839
2005-02-17,11.730191230773926,0.013333411324325084
2005-02-18,11.730191230773926,0.0
2005-02-21,11.468162536621094,-0.022337972927960914
2005-02-22,11.41431999206543,-0.004694958271103111
2005-02-23,11.349713325500488,-0.005660141524843509
2005-02-24,11.468162536621094,0.010436317440236431
2005-02-25,11.600971221923828,0.011580642049555667
2005-02-28,11.751728057861328,0.01299519092441126
2005-03-01,11.76608180999756,0.0012214162943151585
2005-03-02,11.525593757629396,-0.020439094020561988
2005-03-03,11.41073226928711,-0.009965776233112011
2005-03-04,11.317408561706545,-0.00817859059157433
2005-03-07,11.33535385131836,0.0015856359266319675
2005-03-08,11.274331092834473,-0.005383401284538625
2005-03-09,11.191779136657717,-0.007322115653426442
2005-03-10,11.048203468322754,-0.012828672419445186
2005-03-11,10.994359970092772,-0.004873507116732734
2005-03-14,10.96564483642578,-0.0026118058481897632
2005-03-15,11.087686538696287,0.011129459698084432
2005-03-16,10.98717975616455,-0.009064720776598922
2005-03-17,11.041024208068848,0.004900661780297799
2005-03-18,11.084095001220703,0.0039009780560375074
2005-03-21,11.06614875793457,-0.0016190986529939222
2005-03-22,10.893857955932615,-0.015569174585550405
2005-03-23,10.98359203338623,0.008237125710341076
2005-03-24,11.07691764831543,0.008496820953065587
2005-03-25,11.07691764831543,0.0
2005-03-28,11.07691764831543,0.0
2005-03-29,10.962058067321776,-0.010369272810394348
2005-03-30,10.904624938964844,-0.005239265109180713
2005-03-31,10.976415634155272,0.0065835088865737745
2005-04-01,11.123579025268556,0.01340723566036961
2005-04-04,11.15229320526123,0.002581379601605427
2005-04-05,11.191779136657717,0.003540610946084044
2005-04-06,11.292280197143556,0.008979900269534102
2005-04-07,11.24203109741211,-0.0044498629908384935
2005-04-08,11.32817840576172,0.007662966558546813
2005-04-11,11.374836921691896,0.004118801298754748
2005-04-12,11.320998191833496,-0.004733143009349794
2005-04-13,11.360480308532717,0.003487511969368695
2005-04-14,11.292280197143556,-0.00600327710950177
2005-04-15,11.112812042236328,-0.015892995194418336
2005-04-18,10.84001636505127,-0.024547853067994674
2005-04-19,10.86155128479004,0.001986613212891619
2005-04-20,10.847195625305176,-0.001321695134374412
2005-04-21,10.85796356201172,0.0009926931419421692
2005-04-22,10.990772247314451,0.01223145431868855
2005-04-25,10.98359203338623,-0.0006532947609733109
2005-04-26,10.962058067321776,-0.0019605577118122497
2005-04-27,10.721565246582031,-0.02193865597707978
2005-04-28,10.915393829345703,0.018078384853877916
2005-04-29,11.524503707885742,0.05580283112666673
2005-05-02,11.453505516052246,-0.0061606290069493586
2005-05-03,11.337660789489746,-0.010114346773583138
2005-05-04,11.7706298828125,0.03818857358337313
2005-05-05,11.831933975219728,0.005208225304641045
2005-05-06,11.954544067382812,0.010362641679701134
2005-05-09,11.866415977478027,-0.007371932330337616
2005-05-10,11.862587928771973,-0.00032259518908828166
2005-05-11,11.789788246154783,-0.006136914057397025
2005-05-12,11.90473461151123,0.00974965478230172
2005-05-13,11.920059204101562,0.001287268728822788
2005-05-16,11.958377838134766,0.0032146345397359166
2005-05-17,11.893239974975586,-0.0054470484241982975
2005-05-18,12.130799293518066,0.019974314740333732
2005-05-19,12.107808113098145,-0.0018952733339019368
2005-05-20,12.11164093017578,0.00031655746786141137
2005-05-23,12.057997703552246,-0.004429063487993878
2005-05-24,11.935389518737791,-0.010168204359363497
2005-05-25,12.061830520629885,0.010593789309816026
2005-05-26,12.130799293518066,0.00571793582824931
2005-05-27,12.023514747619627,-0.008843979963939042
2005-05-30,12.050334930419922,0.002230644147178662
2005-05-31,11.981369018554688,-0.005723153112627277
2005-06-01,12.134631156921388,0.012791705032150658
2005-06-02,11.950713157653809,-0.01515645567543078
2005-06-03,12.031176567077637,0.00673293788934215
2005-06-06,11.920059204101562,-0.009235785241498151
2005-06-07,11.935389518737791,0.0012860938334058325
2005-06-08,11.85492706298828,-0.0067415022880644715
